@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute outputs-1 {0,1,2}

@data
202,'2023/05/29 22:17:04:573',5,0.529402,0.661905,0.527058,0.719607,0.468186,0.640107,0.624784,0.736863,0.453551,0.569652,0.729051,0.685075,0.557188,0.455406,0.787166,0.499629,0.668883,0.258137,0.756497,0.487523,0.65991,0.277387,0.835109,0.372453,0.766193,0.189688,0.785455,0.524176,0.66946,0.293033,0.840467,0.504609,0.852085,0.314636,1
203,'2023/05/29 22:17:04:628',5,0.525558,0.661555,0.521638,0.718441,0.466229,0.639451,0.62243,0.737846,0.453698,0.566015,0.729706,0.712983,0.562005,0.4434,0.786611,0.503398,0.674587,0.244256,0.778945,0.486937,0.665655,0.278276,0.855816,0.369507,0.786169,0.185429,0.78703,0.52472,0.685393,0.273611,0.849735,0.53042,0.847161,0.294275,1
204,'2023/05/29 22:17:04:699',5,0.522178,0.660496,0.518247,0.717897,0.462186,0.636164,0.623102,0.737392,0.4639,0.560912,0.726984,0.707276,0.56987,0.445168,0.788278,0.503301,0.679692,0.239452,0.756046,0.499472,0.672006,0.276819,0.835883,0.390992,0.785401,0.185189,0.78764,0.519856,0.690467,0.270999,0.843109,0.503402,0.85039,0.298762,1
205,'2023/05/29 22:17:04:753',5,0.522178,0.660496,0.518247,0.717897,0.462186,0.636164,0.623102,0.737392,0.4639,0.560912,0.726984,0.707276,0.56987,0.445168,0.788278,0.503301,0.679692,0.239452,0.756046,0.499472,0.672006,0.276819,0.835883,0.390992,0.785401,0.185189,0.78764,0.519856,0.690467,0.270999,0.843109,0.503402,0.85039,0.298762,1
206,'2023/05/29 22:17:04:820',5,0.523227,0.663609,0.518869,0.719877,0.464387,0.638958,0.619875,0.734708,0.453566,0.562341,0.722475,0.704343,0.567653,0.449032,0.791,0.493828,0.677694,0.243074,0.764817,0.488417,0.688513,0.254116,0.835191,0.395782,0.768756,0.192292,0.790573,0.511567,0.685947,0.287879,0.8473,0.509758,0.849517,0.311718,1
207,'2023/05/29 22:17:04:886',5,0.522581,0.660843,0.515745,0.717602,0.464236,0.635958,0.62066,0.737368,0.461954,0.559406,0.708809,0.70871,0.571345,0.450167,0.787118,0.500685,0.68158,0.228421,0.752728,0.456769,0.711392,0.213521,0.833649,0.391956,0.788237,0.177878,0.786485,0.522097,0.682809,0.289217,0.842283,0.505942,0.828112,0.308979,1
208,'2023/05/29 22:17:04:947',5,0.522581,0.660843,0.515745,0.717602,0.464236,0.635958,0.62066,0.737368,0.461954,0.559406,0.708809,0.70871,0.571345,0.450167,0.787118,0.500685,0.68158,0.228421,0.752728,0.456769,0.711392,0.213521,0.833649,0.391956,0.788237,0.177878,0.786485,0.522097,0.682809,0.289217,0.842283,0.505942,0.828112,0.308979,1
209,'2023/05/29 22:17:05:006',5,0.520184,0.66098,0.513475,0.716681,0.46452,0.63605,0.620554,0.73801,0.463987,0.561041,0.70538,0.728343,0.571421,0.445474,0.79004,0.501921,0.676939,0.24018,0.741011,0.518137,0.678216,0.285262,0.816178,0.421797,0.766065,0.196651,0.75581,0.623193,0.669351,0.290803,0.849755,0.543092,0.806257,0.31107,1
210,'2023/05/29 22:17:08:090',6,0.513887,0.423522,0.449335,0.44913,0.50585,0.351698,0.44522,0.48086,0.59375,0.299525,0.555658,0.593166,0.710101,0.324559,0.740017,0.770856,0.855142,0.423998,0.72628,0.722356,0.751484,0.549541,0.764509,0.808896,0.846575,0.607122,0.838026,0.849259,0.868705,0.442253,0.865997,0.86995,0.849007,0.499902,2
211,'2023/05/29 22:17:08:149',6,0.514877,0.430241,0.452609,0.455577,0.49983,0.361957,0.453787,0.47914,0.590158,0.297112,0.554093,0.587019,0.743354,0.300839,0.738248,0.700745,0.838924,0.515388,0.705678,0.678404,0.745588,0.524824,0.761277,0.778114,0.852662,0.579117,0.792996,0.837615,0.871975,0.43688,0.864282,0.86814,0.84894,0.504637,2
212,'2023/05/29 22:17:08:216',6,0.518763,0.431097,0.451312,0.459382,0.504199,0.361238,0.44727,0.488623,0.584322,0.295881,0.576188,0.612371,0.744924,0.301044,0.843697,0.861495,0.857688,0.392628,0.702974,0.66062,0.750063,0.544084,0.734235,0.794712,0.810148,0.599854,0.797484,0.843098,0.873484,0.419065,0.867524,0.886373,0.846408,0.501286,2
213,'2023/05/29 22:17:08:274',6,0.518763,0.431097,0.451312,0.459382,0.504199,0.361238,0.44727,0.488623,0.584322,0.295881,0.576188,0.612371,0.744924,0.301044,0.843697,0.861495,0.857688,0.392628,0.702974,0.66062,0.750063,0.544084,0.734235,0.794712,0.810148,0.599854,0.797484,0.843098,0.873484,0.419065,0.867524,0.886373,0.846408,0.501286,2
214,'2023/05/29 22:17:08:337',6,0.515465,0.446104,0.458181,0.465888,0.503929,0.368242,0.459509,0.495375,0.592684,0.304821,0.576656,0.600439,0.722171,0.294589,0.747976,0.705983,0.855197,0.367521,0.703881,0.663133,0.742422,0.523408,0.747392,0.755699,0.835021,0.557704,0.803444,0.835467,0.871553,0.414131,0.855407,0.850908,0.847514,0.522418,2
215,'2023/05/29 22:17:08:401',6,0.509149,0.436658,0.449493,0.461494,0.497971,0.359686,0.448685,0.496539,0.580261,0.299166,0.59889,0.615989,0.704017,0.29478,0.803542,0.85778,0.863792,0.372999,0.707681,0.676573,0.800253,0.525902,0.744778,0.757575,0.83045,0.556078,0.798885,0.83933,0.871137,0.395749,0.857473,0.862863,0.846087,0.482335,2
216,'2023/05/29 22:17:08:462',6,0.509149,0.436658,0.449493,0.461494,0.497971,0.359686,0.448685,0.496539,0.580261,0.299166,0.59889,0.615989,0.704017,0.29478,0.803542,0.85778,0.863792,0.372999,0.707681,0.676573,0.800253,0.525902,0.744778,0.757575,0.83045,0.556078,0.798885,0.83933,0.871137,0.395749,0.857473,0.862863,0.846087,0.482335,2
217,'2023/05/29 22:17:08:527',6,0.519739,0.433899,0.458514,0.458033,0.505611,0.363464,0.461632,0.492133,0.583471,0.298242,0.580821,0.601247,0.724023,0.297907,0.728815,0.68388,0.857489,0.394209,0.702653,0.665308,0.747372,0.521152,0.767377,0.778193,0.852508,0.577771,0.829327,0.848518,0.868505,0.436529,0.862142,0.867994,0.847872,0.49858,2
218,'2023/05/29 22:17:08:590',6,0.519739,0.433899,0.458514,0.458033,0.505611,0.363464,0.461632,0.492133,0.583471,0.298242,0.580821,0.601247,0.724023,0.297907,0.728815,0.68388,0.857489,0.394209,0.702653,0.665308,0.747372,0.521152,0.767377,0.778193,0.852508,0.577771,0.829327,0.848518,0.868505,0.436529,0.862142,0.867994,0.847872,0.49858,2
219,'2023/05/29 22:17:08:653',6,0.530391,0.42802,0.463962,0.453273,0.511284,0.363921,0.457673,0.480881,0.589814,0.296126,0.573762,0.595426,0.722466,0.278951,0.746413,0.720149,0.867461,0.369294,0.705658,0.661699,0.798321,0.5151,0.761966,0.78019,0.831134,0.581574,0.798515,0.842103,0.867085,0.434451,0.863317,0.869367,0.845914,0.502436,2
220,'2023/05/29 22:17:08:718',6,0.526515,0.421697,0.463273,0.445061,0.514826,0.351926,0.452421,0.477745,0.592859,0.299624,0.575435,0.612399,0.703341,0.296277,0.772153,0.841006,0.852429,0.367979,0.7293,0.719137,0.771316,0.505657,0.766054,0.810623,0.847735,0.603124,0.824727,0.852774,0.856856,0.462884,0.864123,0.871914,0.845939,0.500073,2
221,'2023/05/29 22:17:08:782',6,0.526515,0.421697,0.463273,0.445061,0.514826,0.351926,0.452421,0.477745,0.592859,0.299624,0.575435,0.612399,0.703341,0.296277,0.772153,0.841006,0.852429,0.367979,0.7293,0.719137,0.771316,0.505657,0.766054,0.810623,0.847735,0.603124,0.824727,0.852774,0.856856,0.462884,0.864123,0.871914,0.845939,0.500073,2
222,'2023/05/29 22:17:08:843',6,0.524092,0.42341,0.461338,0.445544,0.508255,0.362216,0.45152,0.470781,0.590063,0.299052,0.572694,0.57722,0.71659,0.277442,0.726192,0.698665,0.851814,0.396859,0.726949,0.7063,0.802459,0.530652,0.741706,0.751714,0.833993,0.55026,0.794581,0.843923,0.855135,0.45859,0.862392,0.863497,0.844738,0.496749,2
223,'2023/05/29 22:17:08:909',6,0.524497,0.41982,0.463013,0.440305,0.513427,0.351163,0.459432,0.47943,0.594828,0.297697,0.575484,0.608327,0.719995,0.297915,0.772311,0.839285,0.850738,0.395118,0.727987,0.7252,0.778323,0.529243,0.762289,0.79417,0.832891,0.595659,0.823239,0.847752,0.8536,0.458701,0.861111,0.859913,0.844212,0.519605,2
224,'2023/05/29 22:17:08:972',6,0.524497,0.41982,0.463013,0.440305,0.513427,0.351163,0.459432,0.47943,0.594828,0.297697,0.575484,0.608327,0.719995,0.297915,0.772311,0.839285,0.850738,0.395118,0.727987,0.7252,0.778323,0.529243,0.762289,0.79417,0.832891,0.595659,0.823239,0.847752,0.8536,0.458701,0.861111,0.859913,0.844212,0.519605,2
225,'2023/05/29 22:17:09:029',6,0.513025,0.427297,0.45789,0.442702,0.5055,0.363122,0.451331,0.465662,0.604895,0.299281,0.57598,0.591057,0.721154,0.275865,0.755349,0.705925,0.857495,0.394084,0.725312,0.723294,0.756448,0.556288,0.760198,0.75825,0.850458,0.550792,0.820254,0.843789,0.858102,0.440737,0.86165,0.858638,0.844038,0.500549,2
226,'2023/05/29 22:17:09:093',6,0.518595,0.426215,0.460286,0.441235,0.512568,0.351671,0.452608,0.466182,0.604586,0.299006,0.576185,0.595324,0.723053,0.300511,0.757769,0.702347,0.859463,0.399736,0.725321,0.719793,0.800578,0.515001,0.761935,0.779614,0.850626,0.576921,0.82817,0.846342,0.854634,0.438624,0.865041,0.866396,0.842823,0.500915,2
227,'2023/05/29 22:17:09:162',6,0.518595,0.426215,0.460286,0.441235,0.512568,0.351671,0.452608,0.466182,0.604586,0.299006,0.576185,0.595324,0.723053,0.300511,0.757769,0.702347,0.859463,0.399736,0.725321,0.719793,0.800578,0.515001,0.761935,0.779614,0.850626,0.576921,0.82817,0.846342,0.854634,0.438624,0.865041,0.866396,0.842823,0.500915,2
228,'2023/05/29 22:17:09:223',6,0.521255,0.427983,0.461792,0.442134,0.514326,0.353428,0.450807,0.466933,0.605452,0.299874,0.575693,0.577729,0.722182,0.297896,0.753273,0.706365,0.850467,0.373141,0.726869,0.708109,0.775496,0.506898,0.745117,0.770666,0.834379,0.573927,0.821644,0.84109,0.854015,0.460343,0.865878,0.857558,0.842266,0.502087,2
229,'2023/05/29 22:17:09:282',6,0.525932,0.426366,0.464708,0.443765,0.511526,0.364071,0.462108,0.466519,0.597294,0.291674,0.575757,0.575862,0.719093,0.275709,0.724612,0.698914,0.848156,0.371381,0.708219,0.668827,0.774748,0.510234,0.762108,0.753539,0.852595,0.550387,0.822103,0.840555,0.854436,0.456298,0.86649,0.85443,0.846169,0.501979,2
230,'2023/05/29 22:17:09:344',6,0.525932,0.426366,0.464708,0.443765,0.511526,0.364071,0.462108,0.466519,0.597294,0.291674,0.575757,0.575862,0.719093,0.275709,0.724612,0.698914,0.848156,0.371381,0.708219,0.668827,0.774748,0.510234,0.762108,0.753539,0.852595,0.550387,0.822103,0.840555,0.854436,0.456298,0.86649,0.85443,0.846169,0.501979,2
231,'2023/05/29 22:17:09:407',6,0.515123,0.426655,0.458224,0.441243,0.510864,0.350952,0.451556,0.461896,0.596977,0.28868,0.574685,0.576185,0.719548,0.258534,0.737561,0.701381,0.862206,0.396142,0.72461,0.721678,0.82901,0.551345,0.745537,0.772496,0.833546,0.555756,0.827851,0.844404,0.855216,0.443281,0.867479,0.864438,0.843683,0.507346,2
232,'2023/05/29 22:17:09:469',6,0.518038,0.425573,0.460972,0.439408,0.516524,0.351158,0.450339,0.462171,0.601096,0.294037,0.574994,0.574647,0.740207,0.299569,0.716526,0.683535,0.847462,0.39416,0.741292,0.726241,0.77677,0.529041,0.74584,0.77327,0.835781,0.572387,0.824049,0.84452,0.838031,0.506944,0.864103,0.856812,0.844341,0.506701,2
233,'2023/05/29 22:17:09:540',6,0.518038,0.425573,0.460972,0.439408,0.516524,0.351158,0.450339,0.462171,0.601096,0.294037,0.574994,0.574647,0.740207,0.299569,0.716526,0.683535,0.847462,0.39416,0.741292,0.726241,0.77677,0.529041,0.74584,0.77327,0.835781,0.572387,0.824049,0.84452,0.838031,0.506944,0.864103,0.856812,0.844341,0.506701,2
234,'2023/05/29 22:17:09:595',6,0.514412,0.425658,0.456608,0.440373,0.512513,0.350765,0.448565,0.466805,0.607258,0.299474,0.577188,0.589327,0.721132,0.298644,0.753542,0.699211,0.849656,0.394781,0.724354,0.788608,0.803638,0.533925,0.763101,0.794935,0.8527,0.594827,0.828743,0.847951,0.854683,0.460961,0.863743,0.858027,0.845683,0.50279,2
235,'2023/05/29 22:17:09:674',6,0.514412,0.425658,0.456608,0.440373,0.512513,0.350765,0.448565,0.466805,0.607258,0.299474,0.577188,0.589327,0.721132,0.298644,0.753542,0.699211,0.849656,0.394781,0.724354,0.788608,0.803638,0.533925,0.763101,0.794935,0.8527,0.594827,0.828743,0.847951,0.854683,0.460961,0.863743,0.858027,0.845683,0.50279,2
236,'2023/05/29 22:17:09:743',6,0.516295,0.423964,0.459762,0.439136,0.51206,0.352025,0.460203,0.463855,0.597509,0.29139,0.578173,0.574381,0.720724,0.29682,0.737365,0.702112,0.848511,0.37365,0.726503,0.724398,0.800178,0.512763,0.765192,0.757081,0.853775,0.571352,0.821146,0.836169,0.853775,0.461346,0.864714,0.856261,0.844564,0.497118,2
237,'2023/05/29 22:17:09:801',6,0.513568,0.417985,0.457688,0.436481,0.51317,0.347855,0.452859,0.464673,0.596796,0.293587,0.578917,0.576719,0.723795,0.297212,0.737618,0.704878,0.852252,0.394081,0.727208,0.707714,0.778415,0.531503,0.765633,0.779957,0.852774,0.573605,0.820628,0.838048,0.853237,0.455538,0.863852,0.857321,0.84421,0.519052,2
238,'2023/05/29 22:17:09:865',6,0.513568,0.417985,0.457688,0.436481,0.51317,0.347855,0.452859,0.464673,0.596796,0.293587,0.578917,0.576719,0.723795,0.297212,0.737618,0.704878,0.852252,0.394081,0.727208,0.707714,0.778415,0.531503,0.765633,0.779957,0.852774,0.573605,0.820628,0.838048,0.853237,0.455538,0.863852,0.857321,0.84421,0.519052,2
239,'2023/05/29 22:17:09:925',6,0.51192,0.425019,0.458244,0.441652,0.507522,0.352163,0.459285,0.464752,0.594451,0.289593,0.579596,0.576558,0.719767,0.275147,0.719054,0.684117,0.848136,0.37631,0.708857,0.684213,0.803884,0.526738,0.761568,0.756745,0.851848,0.551845,0.805835,0.830421,0.853638,0.463187,0.864646,0.857475,0.84235,0.501062,2
240,'2023/05/29 22:17:09:991',6,0.511851,0.426442,0.4568,0.440688,0.506543,0.350627,0.451545,0.459077,0.595893,0.288868,0.577125,0.573717,0.719654,0.274414,0.751318,0.702412,0.846663,0.373985,0.725122,0.724898,0.828514,0.5317,0.761991,0.756929,0.833833,0.552674,0.830096,0.846191,0.854434,0.460281,0.864876,0.865182,0.842072,0.481707,2
241,'2023/05/29 22:17:10:059',6,0.511851,0.426442,0.4568,0.440688,0.506543,0.350627,0.451545,0.459077,0.595893,0.288868,0.577125,0.573717,0.719654,0.274414,0.751318,0.702412,0.846663,0.373985,0.725122,0.724898,0.828514,0.5317,0.761991,0.756929,0.833833,0.552674,0.830096,0.846191,0.854434,0.460281,0.864876,0.865182,0.842072,0.481707,2
242,'2023/05/29 22:17:10:124',6,0.512528,0.422547,0.457181,0.440694,0.50996,0.350712,0.461362,0.470553,0.594573,0.287668,0.581399,0.580472,0.717858,0.275948,0.756986,0.706889,0.850153,0.372585,0.726845,0.724029,0.776732,0.50339,0.784268,0.780844,0.852224,0.553208,0.818431,0.837974,0.852369,0.458617,0.864309,0.859063,0.842204,0.481117,2
243,'2023/05/29 22:17:10:180',6,0.510244,0.424021,0.456525,0.441539,0.507294,0.351818,0.455762,0.466035,0.59136,0.287923,0.574713,0.583143,0.716173,0.274367,0.753652,0.705081,0.834778,0.37127,0.184258,0.943868,0.755604,0.500974,0.781917,0.777692,0.852645,0.552347,0.824069,0.835378,0.852661,0.460438,0.86498,0.859025,0.842144,0.499075,2
244,'2023/05/29 22:17:10:253',6,0.510244,0.424021,0.456525,0.441539,0.507294,0.351818,0.455762,0.466035,0.59136,0.287923,0.574713,0.583143,0.716173,0.274367,0.753652,0.705081,0.834778,0.37127,0.184258,0.943868,0.755604,0.500974,0.781917,0.777692,0.852645,0.552347,0.824069,0.835378,0.852661,0.460438,0.86498,0.859025,0.842144,0.499075,2
245,'2023/05/29 22:17:10:304',6,0.513757,0.421313,0.456715,0.439691,0.511583,0.348776,0.451244,0.466834,0.595449,0.291971,0.57468,0.590811,0.723337,0.299474,0.755478,0.702213,0.851709,0.396221,0.724927,0.722174,0.781308,0.529498,0.767879,0.795101,0.852901,0.57702,0.825142,0.833617,0.856445,0.439013,0.865269,0.858912,0.844436,0.501264,2
246,'2023/05/29 22:17:10:374',6,0.508066,0.420625,0.455345,0.438798,0.507438,0.350147,0.455514,0.465144,0.595403,0.292135,0.574779,0.57213,0.720837,0.300058,0.736645,0.702556,0.850789,0.394979,0.724113,0.722718,0.78026,0.530018,0.762128,0.777044,0.851257,0.575525,0.823638,0.842814,0.855322,0.465022,0.86306,0.863971,0.8447,0.485145,2
247,'2023/05/29 22:17:10:441',6,0.508066,0.420625,0.455345,0.438798,0.507438,0.350147,0.455514,0.465144,0.595403,0.292135,0.574779,0.57213,0.720837,0.300058,0.736645,0.702556,0.850789,0.394979,0.724113,0.722718,0.78026,0.530018,0.762128,0.777044,0.851257,0.575525,0.823638,0.842814,0.855322,0.465022,0.86306,0.863971,0.8447,0.485145,2
248,'2023/05/29 22:17:10:492',6,0.505442,0.418137,0.453752,0.435896,0.503452,0.34839,0.461357,0.468539,0.595922,0.289824,0.576054,0.574752,0.720284,0.27579,0.735768,0.700042,0.837605,0.395231,0.705226,0.668254,0.758158,0.527174,0.761577,0.757405,0.83329,0.549351,0.824907,0.838965,0.853601,0.443549,0.865031,0.860111,0.844835,0.482913,2
249,'2023/05/29 22:17:10:560',6,0.51112,0.424647,0.457071,0.440292,0.509559,0.3517,0.462557,0.465536,0.594349,0.290568,0.597773,0.576561,0.720316,0.276467,0.754123,0.704362,0.840045,0.391742,0.709663,0.683602,0.735489,0.523176,0.76616,0.760175,0.853223,0.572152,0.819533,0.836974,0.853846,0.461273,0.864518,0.858057,0.844363,0.499842,2
250,'2023/05/29 22:17:10:616',6,0.51112,0.424647,0.457071,0.440292,0.509559,0.3517,0.462557,0.465536,0.594349,0.290568,0.597773,0.576561,0.720316,0.276467,0.754123,0.704362,0.840045,0.391742,0.709663,0.683602,0.735489,0.523176,0.76616,0.760175,0.853223,0.572152,0.819533,0.836974,0.853846,0.461273,0.864518,0.858057,0.844363,0.499842,2
251,'2023/05/29 22:17:10:667',6,0.517343,0.424915,0.459654,0.440338,0.511869,0.348954,0.452346,0.46543,0.594983,0.288386,0.576505,0.590045,0.718291,0.276694,0.741954,0.700297,0.848811,0.395782,0.727771,0.718261,0.781302,0.528585,0.783288,0.793339,0.854174,0.598275,0.839765,0.863583,0.855924,0.470617,0.862344,0.875107,0.843488,0.501434,2
252,'2023/05/29 22:17:10:736',6,0.517343,0.424915,0.459654,0.440338,0.511869,0.348954,0.452346,0.46543,0.594983,0.288386,0.576505,0.590045,0.718291,0.276694,0.741954,0.700297,0.848811,0.395782,0.727771,0.718261,0.781302,0.528585,0.783288,0.793339,0.854174,0.598275,0.839765,0.863583,0.855924,0.470617,0.862344,0.875107,0.843488,0.501434,2
253,'2023/05/29 22:17:10:794',6,0.509006,0.419055,0.456282,0.43775,0.506348,0.34771,0.455224,0.465964,0.593806,0.288861,0.574727,0.571586,0.71938,0.278872,0.731633,0.699236,0.850861,0.398001,0.724073,0.720499,0.800785,0.533769,0.761047,0.759334,0.850043,0.552546,0.802611,0.833674,0.855136,0.444412,0.865068,0.874666,0.844991,0.485041,2
254,'2023/05/29 22:17:10:858',6,0.51176,0.417461,0.458396,0.434725,0.511106,0.349784,0.462124,0.465031,0.595648,0.28929,0.578442,0.574458,0.70371,0.29589,0.719922,0.681725,0.833777,0.394636,0.707348,0.663312,0.751197,0.499222,0.763358,0.780325,0.833796,0.572962,0.823323,0.841163,0.853358,0.459536,0.864971,0.862932,0.843112,0.499563,2
255,'2023/05/29 22:17:10:919',6,0.51176,0.417461,0.458396,0.434725,0.511106,0.349784,0.462124,0.465031,0.595648,0.28929,0.578442,0.574458,0.70371,0.29589,0.719922,0.681725,0.833777,0.394636,0.707348,0.663312,0.751197,0.499222,0.763358,0.780325,0.833796,0.572962,0.823323,0.841163,0.853358,0.459536,0.864971,0.862932,0.843112,0.499563,2
256,'2023/05/29 22:17:10:988',6,0.512395,0.418945,0.459432,0.437263,0.510561,0.348853,0.462098,0.467865,0.596132,0.290574,0.573379,0.575097,0.721138,0.280814,0.718854,0.699948,0.850886,0.393764,0.723462,0.723134,0.776457,0.525849,0.761702,0.778568,0.832068,0.575579,0.833877,0.848415,0.854635,0.440298,0.863608,0.863597,0.842799,0.500634,2
257,'2023/05/29 22:17:11:048',6,0.505849,0.421088,0.456258,0.43821,0.505501,0.350496,0.464837,0.464593,0.593266,0.287051,0.570354,0.579942,0.717163,0.275255,0.717469,0.714848,0.838194,0.394908,0.183571,0.944796,0.762227,0.555536,0.779414,0.755846,0.852741,0.549447,0.833709,0.85059,0.855529,0.448875,0.864537,0.875437,0.845356,0.497856,2
258,'2023/05/29 22:17:11:107',6,0.505849,0.421088,0.456258,0.43821,0.505501,0.350496,0.464837,0.464593,0.593266,0.287051,0.570354,0.579942,0.717163,0.275255,0.717469,0.714848,0.838194,0.394908,0.183571,0.944796,0.762227,0.555536,0.779414,0.755846,0.852741,0.549447,0.833709,0.85059,0.855529,0.448875,0.864537,0.875437,0.845356,0.497856,2
259,'2023/05/29 22:17:11:177',6,0.511481,0.421631,0.457153,0.438656,0.508606,0.349904,0.452454,0.461035,0.594178,0.288806,0.55617,0.567878,0.720612,0.279888,0.714723,0.686563,0.847927,0.389984,0.722449,0.703821,0.775153,0.528297,0.76141,0.755562,0.852053,0.551178,0.810053,0.836621,0.879848,0.415321,0.865028,0.874884,0.843028,0.505159,2
