@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute outputs-1 {0,1,2}

@data
62,'2023/05/29 15:35:24:050',3,0.617328,0.738561,0.619814,0.782889,0.565608,0.722288,0.683556,0.792583,0.547752,0.641728,0.77665,0.745746,0.657088,0.5093,0.864282,0.735624,0.745641,0.543058,0.68996,0.692915,0.639414,0.722826,0.790284,0.417185,0.792795,0.348615,0.697183,0.598959,0.609133,0.495504,0.808302,0.483133,0.819026,0.413761,?
63,'2023/05/29 15:35:24:162',3,0.631229,0.755664,0.631335,0.790553,0.573027,0.736734,0.699621,0.792226,0.545558,0.653427,0.79477,0.737526,0.641821,0.517342,0.866393,0.719914,0.792683,0.462514,0.732818,0.69578,0.662394,0.706461,0.78454,0.404109,0.791108,0.27227,0.726057,0.618529,0.82333,0.281913,0.811412,0.462069,0.836401,0.42599,?
64,'2023/05/29 15:35:24:280',3,0.633255,0.759197,0.641074,0.791974,0.574172,0.744016,0.700214,0.79826,0.542546,0.664383,0.795147,0.737823,0.644957,0.513898,0.860696,0.71458,0.748228,0.589178,0.728911,0.71834,0.7688,0.493529,0.794294,0.423367,0.811261,0.367611,0.726696,0.616457,0.65177,0.496869,0.807363,0.49287,0.809423,0.471174,?
65,'2023/05/29 15:35:24:393',3,0.628164,0.756695,0.624321,0.792997,0.570337,0.739245,0.685902,0.80718,0.548686,0.655989,0.800035,0.74366,0.642994,0.517738,0.871745,0.759222,0.783491,0.644998,0.692655,0.745899,0.632418,0.739657,0.780104,0.428819,0.810463,0.371055,0.693518,0.625422,0.611685,0.509391,0.807573,0.491723,0.830854,0.432037,?
66,'2023/05/29 15:35:24:502',3,0.645549,0.742241,0.639023,0.775722,0.589933,0.721644,0.696258,0.791322,0.555258,0.630553,0.762827,0.750592,0.647535,0.494277,0.866956,0.767265,0.786536,0.459066,0.722001,0.714702,0.660669,0.685846,0.725533,0.450065,0.789761,0.411687,0.672131,0.619426,0.637154,0.491697,0.809871,0.523252,0.816788,0.427907,?
67,'2023/05/29 15:35:24:615',3,0.635843,0.756565,0.630982,0.807086,0.573008,0.731383,0.691244,0.821027,0.553918,0.635931,0.798805,0.753017,0.662807,0.509242,0.872194,0.79513,0.759675,0.536107,0.721814,0.755905,0.665841,0.711987,0.746127,0.43767,0.810167,0.390571,0.715097,0.6468,0.631083,0.512926,0.807956,0.521524,0.838269,0.421662,?
68,'2023/05/29 15:35:24:725',3,0.639084,0.766482,0.639108,0.809634,0.576163,0.74072,0.696331,0.820698,0.552876,0.648885,0.801253,0.746578,0.641225,0.537232,0.868607,0.768416,0.74228,0.561954,0.704532,0.737797,0.773819,0.503172,0.762198,0.455917,0.792682,0.417972,0.723121,0.64458,0.631685,0.534259,0.813005,0.529252,0.813199,0.483966,?
69,'2023/05/29 15:35:24:839',3,0.661095,0.761281,0.64601,0.800531,0.592703,0.73755,0.698079,0.817543,0.556567,0.649647,0.804247,0.768985,0.66137,0.517399,0.870917,0.798149,0.765274,0.559822,0.705156,0.73544,0.774011,0.502179,0.792035,0.4735,0.790988,0.418197,0.720754,0.660632,0.647062,0.521011,0.812416,0.53245,0.813138,0.487009,?
70,'2023/05/29 15:35:24:962',3,0.651909,0.759123,0.651177,0.806174,0.591218,0.737259,0.71593,0.817058,0.56156,0.646243,0.818088,0.764754,0.661068,0.519073,0.871336,0.777977,0.708352,0.536596,0.7043,0.734299,0.770384,0.50296,0.786181,0.446347,0.790376,0.410511,0.738336,0.622488,0.636055,0.518028,0.775386,0.499657,0.811691,0.485861,?
71,'2023/05/29 15:35:25:090',3,0.654349,0.76564,0.650022,0.810688,0.603725,0.755431,0.714525,0.816679,0.558956,0.666955,0.78166,0.743754,0.642335,0.540635,0.852494,0.746022,0.713354,0.560945,0.70694,0.711369,0.7672,0.503795,0.722288,0.444462,0.79,0.413615,0.696456,0.618326,0.63169,0.531456,0.769524,0.5028,0.81809,0.468485,?
72,'2023/05/29 15:35:25:210',3,0.665434,0.769282,0.658416,0.811965,0.598238,0.747387,0.71745,0.820795,0.573459,0.656948,0.803436,0.748436,0.672515,0.524707,0.862077,0.771611,0.76697,0.553822,0.706898,0.728854,0.783065,0.503424,0.782166,0.410794,0.8146,0.368819,0.734213,0.639677,0.635407,0.525234,0.813321,0.528211,0.833472,0.457258,?
73,'2023/05/29 15:35:25:325',3,0.657267,0.767454,0.659302,0.810246,0.602582,0.746814,0.719894,0.820371,0.567149,0.658479,0.803831,0.746488,0.661322,0.534349,0.871057,0.746262,0.738342,0.557084,0.729141,0.712512,0.780538,0.497214,0.789031,0.444721,0.795048,0.393901,0.716413,0.619143,0.637214,0.526467,0.808246,0.512872,0.818486,0.471495,?
74,'2023/05/29 15:35:25:435',3,0.657267,0.767454,0.659302,0.810246,0.602582,0.746814,0.719894,0.820371,0.567149,0.658479,0.803831,0.746488,0.661322,0.534349,0.871057,0.746262,0.738342,0.557084,0.729141,0.712512,0.780538,0.497214,0.789031,0.444721,0.795048,0.393901,0.716413,0.619143,0.637214,0.526467,0.808246,0.512872,0.818486,0.471495,?
75,'2023/05/29 15:35:25:545',3,0.654198,0.77217,0.658294,0.813322,0.593357,0.750489,0.719443,0.820843,0.571516,0.659019,0.817597,0.744072,0.663203,0.533874,0.873041,0.74584,0.74177,0.55786,0.748763,0.712882,0.776529,0.498916,0.793326,0.422829,0.813609,0.364345,0.736134,0.637044,0.635783,0.527179,0.811737,0.530219,0.818397,0.466182,?
76,'2023/05/29 15:35:25:652',3,0.662034,0.768637,0.664547,0.810025,0.596929,0.748533,0.732456,0.814483,0.569725,0.657454,0.817799,0.743263,0.652907,0.524407,0.854118,0.636528,0.716433,0.558728,0.748575,0.728415,0.774157,0.496694,0.783054,0.4115,0.797053,0.36825,0.740135,0.614178,0.833973,0.433648,0.809287,0.481278,0.817913,0.461221,?
77,'2023/05/29 15:35:25:768',3,0.662904,0.767223,0.668116,0.807295,0.597907,0.751408,0.739603,0.809075,0.572762,0.661068,0.821082,0.740983,0.650811,0.525461,0.842242,0.630835,0.739695,0.556973,0.743837,0.709448,0.774449,0.495902,0.780063,0.416518,0.810843,0.39276,0.740476,0.61285,0.632878,0.527712,0.809908,0.529757,0.810697,0.471311,?
78,'2023/05/29 15:35:25:892',3,0.662181,0.767587,0.663654,0.809062,0.595097,0.749053,0.733089,0.814287,0.566522,0.658184,0.820061,0.741748,0.666749,0.520194,0.868539,0.72684,0.765187,0.553049,0.747866,0.711088,0.773422,0.49729,0.792194,0.430233,0.812196,0.388866,0.738688,0.616436,0.652784,0.513943,0.810733,0.530648,0.827213,0.469619,?
79,'2023/05/29 15:35:25:989',3,0.665071,0.767126,0.660755,0.807978,0.598296,0.747815,0.718304,0.817998,0.574852,0.650359,0.801279,0.748337,0.665189,0.517506,0.870739,0.769969,0.739468,0.556295,0.726941,0.73362,0.772136,0.497774,0.795301,0.447733,0.796295,0.372572,0.715316,0.644252,0.648612,0.515978,0.812512,0.53068,0.817602,0.462362,?
80,'2023/05/29 15:35:26:102',3,0.648071,0.747756,0.647252,0.792886,0.590856,0.727194,0.71249,0.812192,0.57329,0.642056,0.804749,0.783893,0.672708,0.531035,0.869174,0.798536,0.741025,0.536937,0.724597,0.740345,0.776232,0.50209,0.764486,0.504112,0.79222,0.415726,0.7161,0.62137,0.647712,0.520901,0.80612,0.53529,0.815222,0.468713,?
81,'2023/05/29 15:35:26:209',3,0.646362,0.740225,0.643001,0.788144,0.589847,0.71321,0.69655,0.812731,0.573869,0.640406,0.765957,0.807175,0.656554,0.512708,0.860312,0.856874,0.772747,0.53541,0.772836,0.758679,0.704751,0.713134,0.755332,0.546677,0.708175,0.482681,0.672497,0.618761,0.651204,0.511164,0.822567,0.590234,0.776426,0.498711,?
82,'2023/05/29 15:35:26:322',3,0.627113,0.721964,0.626618,0.769166,0.571194,0.695376,0.691253,0.79059,0.55875,0.614769,0.802382,0.790279,0.674393,0.482878,0.859978,0.858627,0.7723,0.510512,0.747109,0.756404,0.713538,0.712266,0.760293,0.515957,0.767354,0.453824,0.676087,0.623513,0.671559,0.482359,0.803302,0.521761,0.775398,0.491813,?
83,'2023/05/29 15:35:26:431',3,0.627113,0.721964,0.626618,0.769166,0.571194,0.695376,0.691253,0.79059,0.55875,0.614769,0.802382,0.790279,0.674393,0.482878,0.859978,0.858627,0.7723,0.510512,0.747109,0.756404,0.713538,0.712266,0.760293,0.515957,0.767354,0.453824,0.676087,0.623513,0.671559,0.482359,0.803302,0.521761,0.775398,0.491813,?
84,'2023/05/29 15:35:26:540',3,0.625698,0.719849,0.616834,0.771916,0.567241,0.688642,0.677662,0.794857,0.558953,0.603636,0.819393,0.809045,0.697144,0.464987,0.861377,0.855393,0.808525,0.484058,0.776445,0.757282,0.750384,0.714269,0.791757,0.511855,0.807655,0.379229,0.719148,0.643441,0.67393,0.474393,0.791265,0.50591,0.779025,0.493448,?
85,'2023/05/29 15:35:26:653',3,0.629246,0.716201,0.617034,0.765034,0.56977,0.686739,0.673881,0.787585,0.552036,0.604062,0.817826,0.804717,0.688841,0.472349,0.860447,0.855114,0.794902,0.490312,0.746215,0.73112,0.740273,0.715281,0.794724,0.507303,0.795537,0.339399,0.704378,0.645734,0.793941,0.466253,0.808775,0.525829,0.777065,0.493678,?
86,'2023/05/29 15:35:26:765',3,0.628814,0.715924,0.615074,0.766783,0.57015,0.685211,0.675956,0.793294,0.559696,0.603792,0.804293,0.807453,0.688056,0.478149,0.861118,0.856138,0.80627,0.484662,0.774208,0.726882,0.749984,0.70974,0.768625,0.531067,0.768052,0.438141,0.704583,0.649809,0.659965,0.473697,0.809469,0.558771,0.779193,0.486413,?
87,'2023/05/29 15:35:26:870',3,0.6274,0.715724,0.618702,0.768127,0.569559,0.684461,0.678238,0.7922,0.55758,0.604668,0.803719,0.806617,0.689779,0.475512,0.855335,0.853539,0.798202,0.488945,0.769405,0.730551,0.746013,0.716429,0.788675,0.530844,0.785359,0.433985,0.705712,0.645676,0.66049,0.473324,0.780288,0.499286,0.778604,0.496335,?
88,'2023/05/29 15:35:26:974',3,0.626263,0.710929,0.624631,0.767893,0.571193,0.681855,0.677538,0.795791,0.56085,0.601437,0.804485,0.809962,0.68625,0.47629,0.865239,0.855915,0.796675,0.474606,0.785749,0.757084,0.749951,0.695895,0.76989,0.559702,0.769454,0.445679,0.680139,0.631126,0.668958,0.482018,0.780129,0.519035,0.774519,0.490784,?
89,'2023/05/29 15:35:27:074',3,0.62307,0.707816,0.619156,0.767287,0.567832,0.678974,0.680113,0.792221,0.555634,0.600362,0.818995,0.810374,0.690488,0.463467,0.860875,0.856378,0.803746,0.472983,0.770583,0.723789,0.744996,0.688,0.788967,0.534156,0.793388,0.38429,0.70202,0.626945,0.83992,0.2547,0.803426,0.513245,0.778693,0.492802,?
90,'2023/05/29 15:35:27:182',3,0.618392,0.700223,0.624499,0.765006,0.57134,0.677009,0.680292,0.790399,0.555897,0.5969,0.804944,0.80891,0.685516,0.476526,0.859054,0.84355,0.802657,0.494808,0.758249,0.727606,0.750717,0.71023,0.773974,0.554498,0.781517,0.442368,0.699157,0.629196,0.660709,0.480635,0.782671,0.506458,0.78049,0.492715,?
91,'2023/05/29 15:35:27:290',3,0.618392,0.700223,0.624499,0.765006,0.57134,0.677009,0.680292,0.790399,0.555897,0.5969,0.804944,0.80891,0.685516,0.476526,0.859054,0.84355,0.802657,0.494808,0.758249,0.727606,0.750717,0.71023,0.773974,0.554498,0.781517,0.442368,0.699157,0.629196,0.660709,0.480635,0.782671,0.506458,0.78049,0.492715,?
92,'2023/05/29 15:35:27:393',3,0.627128,0.704548,0.618527,0.766485,0.56941,0.676574,0.678252,0.791369,0.55869,0.594792,0.821781,0.809857,0.693129,0.461339,0.860087,0.851733,0.798964,0.463704,0.773387,0.727744,0.757074,0.693736,0.787884,0.520589,0.805238,0.401198,0.71855,0.643913,0.660647,0.473146,0.801935,0.520522,0.779484,0.496477,?
93,'2023/05/29 15:35:27:499',3,0.633641,0.713014,0.624883,0.769709,0.572993,0.681248,0.677465,0.794553,0.555263,0.59792,0.806615,0.808403,0.692261,0.461406,0.860301,0.852264,0.812887,0.469936,0.798063,0.757615,0.756755,0.696823,0.789768,0.519533,0.808026,0.343373,0.700855,0.631205,0.843098,0.260506,0.788082,0.507382,0.777989,0.494314,?
94,'2023/05/29 15:35:27:620',3,0.628233,0.70558,0.622058,0.768347,0.569836,0.68108,0.678146,0.795038,0.556086,0.601114,0.82243,0.807296,0.693965,0.464533,0.861563,0.848344,0.811661,0.459511,0.776879,0.778321,0.747277,0.714296,0.790976,0.520118,0.808635,0.387069,0.714411,0.614555,0.807541,0.440258,0.801997,0.500746,0.781178,0.491774,?
95,'2023/05/29 15:35:27:726',3,0.611795,0.707105,0.620504,0.765212,0.566626,0.6856,0.687201,0.79215,0.556184,0.611036,0.808051,0.807376,0.687328,0.477993,0.860602,0.854027,0.814079,0.455282,0.769119,0.727963,0.760453,0.69639,0.806856,0.54994,0.810953,0.375301,0.693277,0.605089,0.842233,0.258341,0.806251,0.510306,0.78696,0.48346,?
96,'2023/05/29 15:35:27:832',3,0.613251,0.718664,0.621129,0.771038,0.566036,0.695189,0.687802,0.796837,0.558698,0.618582,0.803742,0.794,0.68813,0.479877,0.857888,0.855256,0.800439,0.448967,0.75334,0.761979,0.729564,0.72324,0.778917,0.514953,0.805127,0.420555,0.688119,0.603903,0.790906,0.461803,0.800877,0.498851,0.780963,0.486208,?
97,'2023/05/29 15:35:27:949',3,0.623298,0.727279,0.617906,0.774738,0.568996,0.705308,0.678519,0.798021,0.558824,0.622989,0.801377,0.793004,0.689818,0.478008,0.859662,0.848103,0.794003,0.454706,0.754415,0.761857,0.728312,0.725462,0.781191,0.499407,0.807518,0.416019,0.719008,0.621911,0.790501,0.462999,0.770086,0.495591,0.774232,0.488003,?
98,'2023/05/29 15:35:28:062',3,0.630287,0.737003,0.624882,0.783454,0.572717,0.709699,0.68107,0.806479,0.561102,0.623461,0.786044,0.793237,0.681986,0.488534,0.860876,0.845145,0.80512,0.453351,0.785926,0.794074,0.753026,0.748511,0.792601,0.510633,0.806147,0.416683,0.715075,0.640572,0.796133,0.470041,0.808993,0.530093,0.807269,0.454951,?
99,'2023/05/29 15:35:28:168',3,0.630287,0.737003,0.624882,0.783454,0.572717,0.709699,0.68107,0.806479,0.561102,0.623461,0.786044,0.793237,0.681986,0.488534,0.860876,0.845145,0.80512,0.453351,0.785926,0.794074,0.753026,0.748511,0.792601,0.510633,0.806147,0.416683,0.715075,0.640572,0.796133,0.470041,0.808993,0.530093,0.807269,0.454951,?
100,'2023/05/29 15:35:28:272',3,0.629381,0.742607,0.629972,0.787708,0.571685,0.715814,0.681947,0.804892,0.559881,0.626796,0.801351,0.790567,0.704226,0.477122,0.86378,0.855918,0.807253,0.448583,0.795626,0.777136,0.751735,0.725667,0.810777,0.504777,0.812191,0.362754,0.715948,0.659287,0.79811,0.463408,0.785472,0.493174,0.790068,0.472058,?
101,'2023/05/29 15:35:28:389',3,0.617604,0.72127,0.620951,0.772374,0.569716,0.698944,0.688195,0.799048,0.560322,0.618762,0.80212,0.790681,0.690841,0.47782,0.857543,0.849687,0.806227,0.451742,0.795953,0.757269,0.748718,0.725604,0.806769,0.50812,0.812241,0.344903,0.697511,0.625849,0.793755,0.456734,0.802199,0.511869,0.782177,0.484647,?
102,'2023/05/29 15:35:28:492',3,0.626404,0.730658,0.623761,0.779451,0.572108,0.704758,0.681074,0.804145,0.560962,0.618409,0.80144,0.79453,0.691904,0.476095,0.862497,0.85328,0.807891,0.449362,0.792486,0.762509,0.750418,0.729828,0.806733,0.525819,0.811059,0.368843,0.700025,0.627737,0.796661,0.456346,0.780377,0.49487,0.779643,0.487015,?
103,'2023/05/29 15:35:28:599',3,0.618294,0.721387,0.62288,0.774266,0.569523,0.69676,0.687971,0.800982,0.560732,0.613785,0.787969,0.792733,0.690163,0.475816,0.856625,0.853249,0.80864,0.449953,0.789762,0.764868,0.747221,0.731944,0.791752,0.514545,0.811479,0.36907,0.699464,0.629254,0.843952,0.260971,0.780843,0.495468,0.784502,0.487921,?
104,'2023/05/29 15:35:28:710',3,0.625969,0.722844,0.622022,0.771895,0.569315,0.697665,0.68784,0.797455,0.5585,0.614051,0.801035,0.7945,0.687101,0.474663,0.858309,0.850407,0.80625,0.451502,0.800452,0.756897,0.752347,0.723402,0.790393,0.513707,0.809961,0.367592,0.700772,0.627048,0.809905,0.439886,0.808289,0.534844,0.782726,0.489288,?
105,'2023/05/29 15:35:28:819',3,0.625544,0.722161,0.620996,0.772188,0.569025,0.698538,0.682145,0.793635,0.554671,0.615385,0.804612,0.789238,0.689724,0.473912,0.856845,0.84931,0.808516,0.447343,0.76754,0.75945,0.74636,0.725235,0.82781,0.488925,0.81084,0.339701,0.721385,0.621769,0.81487,0.432341,0.773549,0.48936,0.822178,0.429194,?
106,'2023/05/29 15:35:28:935',3,0.62513,0.723701,0.61988,0.771665,0.570855,0.700478,0.679526,0.795078,0.557345,0.614421,0.803437,0.790413,0.687952,0.474891,0.856127,0.850308,0.797063,0.447351,0.765983,0.741323,0.748763,0.72787,0.806002,0.508882,0.809037,0.363486,0.700497,0.625658,0.807748,0.444356,0.803306,0.517058,0.803666,0.449428,?
107,'2023/05/29 15:35:32:352',4,0.701104,0.219434,0.636277,0.237833,0.707936,0.183071,0.599573,0.342217,0.775928,0.180769,0.695448,0.463081,0.795853,0.2991,0.776758,0.528979,0.87083,0.447673,0.735628,0.443899,0.771471,0.50101,0.791287,0.731046,0.798954,0.602517,0.873046,0.487469,0.874537,0.385211,0.792754,0.496257,0.838407,0.40828,?
108,'2023/05/29 15:35:32:467',4,0.700975,0.220493,0.645436,0.232554,0.708721,0.185419,0.600422,0.33503,0.778145,0.182237,0.698662,0.461005,0.798273,0.299866,0.78553,0.515071,0.869676,0.402923,0.71625,0.410721,0.792253,0.47229,0.790278,0.729913,0.816492,0.620692,0.876996,0.485973,0.879174,0.367985,0.766273,0.505082,0.832138,0.404822,?
109,'2023/05/29 15:35:32:592',4,0.701975,0.228792,0.641112,0.244317,0.708229,0.188059,0.60101,0.341452,0.777059,0.183424,0.70048,0.465186,0.797783,0.296396,0.786285,0.529456,0.869709,0.440486,0.738302,0.443469,0.776379,0.488532,0.788417,0.726825,0.812686,0.582566,0.871794,0.483575,0.876639,0.382762,0.794662,0.492697,0.833689,0.410103,?
110,'2023/05/29 15:35:32:711',4,0.701755,0.233798,0.636859,0.24999,0.707172,0.199082,0.598033,0.349369,0.776694,0.202455,0.697643,0.469063,0.816558,0.304989,0.778506,0.534536,0.881692,0.458489,0.781676,0.500321,0.791233,0.481191,0.816735,0.735972,0.800813,0.600735,0.878384,0.457374,0.881979,0.408785,0.826824,0.43473,0.827092,0.42711,?
111,'2023/05/29 15:35:32:822',4,0.700334,0.243351,0.636035,0.257076,0.706268,0.20662,0.585591,0.344102,0.77386,0.204923,0.696485,0.467279,0.813878,0.298035,0.776646,0.538287,0.882455,0.456144,0.746461,0.457078,0.776513,0.501994,0.795315,0.713895,0.815833,0.579101,0.87878,0.455826,0.883824,0.407307,0.838409,0.435621,0.829505,0.434013,?
112,'2023/05/29 15:35:32:932',4,0.695355,0.247753,0.635443,0.259808,0.696057,0.209037,0.583267,0.350063,0.759269,0.205452,0.698794,0.484116,0.79868,0.299102,0.789484,0.533329,0.876251,0.466223,0.73606,0.445683,0.817658,0.471452,0.815772,0.724815,0.858537,0.605301,0.873282,0.507539,0.88548,0.384894,0.814328,0.491518,0.832704,0.431201,?
113,'2023/05/29 15:35:33:060',4,0.709027,0.248708,0.643506,0.265604,0.701005,0.209695,0.591893,0.36122,0.758362,0.204205,0.702831,0.482244,0.801679,0.280726,0.778962,0.55803,0.87894,0.46235,0.748252,0.461736,0.83073,0.47347,0.796589,0.706196,0.834121,0.556265,0.755759,0.738623,0.876984,0.377887,0.822853,0.490281,0.84224,0.439139,?
114,'2023/05/29 15:35:33:180',4,0.709027,0.248708,0.643506,0.265604,0.701005,0.209695,0.591893,0.36122,0.758362,0.204205,0.702831,0.482244,0.801679,0.280726,0.778962,0.55803,0.87894,0.46235,0.748252,0.461736,0.83073,0.47347,0.796589,0.706196,0.834121,0.556265,0.755759,0.738623,0.876984,0.377887,0.822853,0.490281,0.84224,0.439139,?
115,'2023/05/29 15:35:33:295',4,0.701488,0.25045,0.636674,0.266987,0.6942,0.208712,0.591802,0.365079,0.755576,0.204683,0.7013,0.480269,0.797693,0.29768,0.778907,0.539786,0.870124,0.469218,0.748481,0.466376,0.813892,0.485252,0.792911,0.712108,0.834054,0.562086,0.757663,0.75043,0.876277,0.397957,0.837519,0.499896,0.838338,0.437279,?
116,'2023/05/29 15:35:33:420',4,0.704773,0.251786,0.638875,0.267996,0.694213,0.211059,0.590401,0.364938,0.755125,0.203294,0.703083,0.480917,0.797321,0.28023,0.788081,0.531637,0.878836,0.458988,0.753411,0.470421,0.829674,0.469653,0.782353,0.689428,0.816439,0.537755,0.870105,0.497449,0.882692,0.385002,0.823814,0.485407,0.839077,0.441853,?
117,'2023/05/29 15:35:33:544',4,0.70312,0.245763,0.636654,0.26798,0.692927,0.206263,0.59114,0.371366,0.755011,0.201086,0.70443,0.485554,0.800316,0.278981,0.788555,0.534642,0.88173,0.462795,0.753415,0.472647,0.838751,0.471289,0.798341,0.715079,0.817397,0.541046,0.873361,0.500415,0.881567,0.323212,0.826537,0.488969,0.848106,0.433568,?
118,'2023/05/29 15:35:33:672',4,0.704336,0.25495,0.638093,0.269404,0.696593,0.219221,0.582281,0.364025,0.755249,0.212645,0.70047,0.485077,0.782712,0.279691,0.7755,0.548222,0.880683,0.459955,0.769673,0.4933,0.826942,0.467344,0.795761,0.713623,0.803277,0.552191,0.8721,0.46069,0.876049,0.303751,0.820565,0.483784,0.842038,0.435642,?
119,'2023/05/29 15:35:33:794',4,0.703942,0.254539,0.638023,0.27084,0.698184,0.218789,0.592679,0.378337,0.757279,0.222286,0.722056,0.493769,0.796549,0.294936,0.785748,0.5349,0.835665,0.381086,0.751608,0.478823,0.82774,0.476552,0.813378,0.731555,0.838093,0.55739,0.868277,0.503377,0.879251,0.321537,0.820307,0.497272,0.845016,0.42968,?
120,'2023/05/29 15:35:33:906',4,0.705177,0.258163,0.640808,0.281363,0.708044,0.220427,0.596875,0.379411,0.765293,0.225594,0.706703,0.49318,0.780869,0.280897,0.779495,0.548188,0.831984,0.382467,0.747751,0.471125,0.825904,0.471939,0.796305,0.7107,0.815632,0.532368,0.756059,0.748507,0.877047,0.300513,0.821058,0.492336,0.843066,0.42823,?
121,'2023/05/29 15:35:34:031',4,0.694437,0.262323,0.63285,0.28403,0.694034,0.223686,0.594756,0.38321,0.753979,0.213553,0.702745,0.483202,0.798815,0.283801,0.776815,0.550232,0.87391,0.469893,0.736352,0.459657,0.832744,0.472903,0.797078,0.690078,0.818444,0.535996,0.868606,0.505204,0.877017,0.324541,0.822801,0.491348,0.844234,0.298233,?
122,'2023/05/29 15:35:34:157',4,0.704069,0.258779,0.638767,0.279903,0.705317,0.221955,0.596615,0.378501,0.764787,0.224178,0.723835,0.494996,0.794448,0.283059,0.780439,0.544973,0.832168,0.382443,0.73912,0.461377,0.831384,0.477531,0.798885,0.711507,0.817197,0.536032,0.756314,0.741182,0.877355,0.301163,0.822335,0.492729,0.84597,0.434487,?
123,'2023/05/29 15:35:34:280',4,0.703832,0.258503,0.635281,0.280392,0.703863,0.221303,0.594795,0.379979,0.767353,0.225583,0.707064,0.48983,0.797974,0.297215,0.786381,0.532145,0.836136,0.388278,0.753938,0.476311,0.834001,0.479985,0.786249,0.710473,0.815911,0.536764,0.870342,0.506577,0.88155,0.324291,0.8239,0.495568,0.824003,0.496354,?
124,'2023/05/29 15:35:34:408',4,0.701276,0.262873,0.634722,0.283746,0.706983,0.224172,0.596885,0.378082,0.771694,0.227562,0.704338,0.482562,0.815325,0.300575,0.775106,0.545177,0.865107,0.467951,0.767309,0.504014,0.804165,0.497683,0.811773,0.730553,0.820919,0.573477,0.754184,0.748597,0.881155,0.341516,0.839047,0.500246,0.769124,0.512285,?
125,'2023/05/29 15:35:34:532',4,0.701358,0.25687,0.635432,0.272173,0.696637,0.218396,0.593425,0.371859,0.761903,0.210197,0.70245,0.479673,0.817107,0.301179,0.794649,0.531336,0.87429,0.476447,0.749208,0.470137,0.807804,0.503484,0.794506,0.712699,0.802302,0.537256,0.867032,0.508224,0.876403,0.380869,0.819361,0.497675,0.842602,0.296515,?
126,'2023/05/29 15:35:34:659',4,0.704173,0.253614,0.639317,0.269686,0.703374,0.219617,0.593405,0.369602,0.757714,0.209842,0.703891,0.484058,0.797993,0.281064,0.782357,0.545171,0.876182,0.467301,0.736652,0.450557,0.823935,0.474223,0.796731,0.714362,0.802305,0.53357,0.868671,0.498768,0.876862,0.305501,0.815822,0.492384,0.846605,0.296908,?
127,'2023/05/29 15:35:34:788',4,0.700709,0.253099,0.636056,0.270732,0.702259,0.211437,0.590575,0.369919,0.756514,0.208517,0.706355,0.493494,0.799457,0.282245,0.783243,0.558679,0.873827,0.467494,0.753467,0.479236,0.838747,0.466932,0.79689,0.70791,0.83531,0.555267,0.866881,0.503238,0.879304,0.325048,0.817138,0.497034,0.842966,0.426086,?
128,'2023/05/29 15:35:34:907',4,0.691507,0.261099,0.624176,0.283633,0.693378,0.220463,0.598725,0.380438,0.755158,0.210996,0.719954,0.48298,0.799746,0.285707,0.79067,0.536435,0.87368,0.472168,0.751719,0.47398,0.832473,0.479423,0.790901,0.690443,0.833498,0.535307,0.759023,0.750371,0.878057,0.322715,0.819872,0.49784,0.844461,0.430332,?
129,'2023/05/29 15:35:35:019',4,0.695906,0.261325,0.625814,0.285755,0.692101,0.221725,0.593113,0.386771,0.751647,0.221369,0.725856,0.498289,0.79912,0.285659,0.791346,0.532626,0.868699,0.469651,0.755152,0.484349,0.824493,0.477307,0.791648,0.698712,0.834259,0.537448,0.755495,0.756773,0.879346,0.320407,0.841496,0.438046,0.84236,0.428409,?
130,'2023/05/29 15:35:35:117',4,0.684548,0.264965,0.618951,0.291909,0.683214,0.222017,0.596765,0.391107,0.738394,0.209041,0.725615,0.498911,0.802712,0.279372,0.806758,0.542086,0.866194,0.405897,0.748459,0.468547,0.823864,0.474686,0.822274,0.694034,0.857078,0.540024,0.756651,0.760713,0.883562,0.320976,0.832812,0.507338,0.781553,0.511802,?
131,'2023/05/29 15:35:35:235',4,0.677579,0.272175,0.617919,0.294714,0.682597,0.225593,0.598247,0.392379,0.736176,0.21176,0.724986,0.497687,0.802545,0.286702,0.794343,0.530339,0.863964,0.408504,0.736263,0.463843,0.825262,0.481767,0.808025,0.67886,0.838732,0.520944,0.761179,0.762998,0.881584,0.321196,0.841307,0.433589,0.843441,0.296899,?
